ID,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
1.24514E+18,Llamando Corona Virus rona como si la niña más desagradable en el quinto grado.,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Si consigo curvo ima ir a un lugar lleno de entregarme coronavirus.,0,0,0,1,0,0,0,0,0,1
1.24514E+18,Así que .... nos pre-ordenar la gente llega a la prueba beta pronto? Sería una pequeña coronavirus atrapado en el momento hogar para él,0,0,0,0,0,1,0,0,0,1
1.24514E+18,plan consiste en sacrificar toda la seguridad social y los beneficiarios de Medicare para permitir más recortes de impuestos. gracias Covid_19,0,1,0,0,0,0,1,1,0,0
1.24514E+18,¿Has visto esa cosa sobre el envío de una muestra de heces a Nancy para ver si tenemos en corona (maíz en ella Opcional),0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Por lo tanto, a ur punto, un verdadero recuento de las muertes por coronavirus es poco probable",0,0,0,1,0,1,0,0,0,0
1.24514E+18,"Si. Quieren salir narrativa de la corona, de derecha, no hacer ningún derecho.",0,0,0,0,0,1,1,0,0,0
1.24514E+18,No veo este lanzador haciendo fuera teniendo en cuenta Coronavirus efecto doesnt él.,0,0,0,0,0,0,1,0,0,1
1.24514E+18,Coronavirus actualizar en tiempo real: Soars número de muertos pasado 41.400 con más de 846.000 personas infectadas en todo el mundo,0,0,0,0,0,0,0,0,1,0
1.24514E+18,No me sorprendería Alabama termina con el menor número de casos confirmados del virus de la corona.,1,0,0,0,0,0,0,0,0,0
1.24514E+18,Tan pronto como esta mierda corona es más Imma golpear el skatepark con mi padre lo antes posible,1,0,0,0,0,0,0,0,0,0
1.24514E+18,Marzo: un mes que introdujo el virus Corona al mundo .. Anychild nacido en ese mes se debe el nombre de Corona .. Simplemente decir,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Vamos a vencer a este virus puto F U Covid_19 K,1,0,0,0,0,0,1,0,0,0
1.24514E+18,si la corona cogió el horario de sueño aún más de lo que ya era aplaudir sus manos,0,0,0,0,0,0,1,0,0,1
1.24514E+18,"el mundo quiere saber por qué has tirado florida debajo del autobús, ¿cuál es su objetivo? COVID-19",0,0,0,0,0,0,1,0,0,0
1.24514E+18,Las ofertas JMEA condolencias a la familia del paciente covid19 que murió esta tarde.,0,0,1,0,0,1,0,0,1,0
1.24514E+18,Nada peor que la caída de un hombre durante la corona .... abrazarlo aun no puede bc distanciamiento social,0,0,0,0,0,1,0,0,0,0
1.24514E+18,no puedo esperar para que el gobierno nos dice corona virus era falsa para mañana abriles tonto,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Imagínese 1pant de garri hecho entrar en 1300 a causa del virus de la Corona, aparte de la matanza de la enfermedad nosotros, todavía mata a día nuestra auto",0,0,0,1,0,1,0,0,0,0
1.24514E+18,"Sólo necesito saber mis favoritos, y están a salvo de coronavirus",1,0,1,0,0,0,0,0,0,1
1.24514E+18,acabo de ver la primera que tengo de corona de los inocentes broma tal vez sólo los malos abstenerse de medios de comunicación social para hoy :)),0,0,0,0,0,1,1,0,0,1
1.24514E+18,"Florida el hombre se olvida de comprobar su carpeta de correo basura, diciendo mensaje pierde coronavirus no es un engaño",0,0,0,0,0,0,1,0,0,1
1.24514E+18,¿Por qué no acaba de tomar el cuidado de los estadounidenses que tienen covid19 y la búsqueda de la cura,0,0,0,0,0,0,1,0,0,0
1.24514E+18,¿Podemos por favor cancele el año 2020 y obtener un nuevo año ??? Este año es defectuoso! coronavirus COVID19,0,0,0,0,0,0,1,0,0,1
1.24514E+18,Cunthole genio me gusta más ... feliz día de corona para usted y su familia ...,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Así que romper el corazón de la forma que lo ve oraciones a todas las familias afectadas por el COVID19.,0,0,1,0,0,1,0,0,0,0
1.24514E+18,se coronavirus aún extenderse a través del dinero? i dormir mejor por la noche sabiendo que mi ex no conseguirá que,0,0,1,0,1,0,0,0,0,1
1.24514E+18,Reinfección debido a las nuevas varients en poco tiempo es más probable explicación de peligro por Covid19 COVID19 COVID19,0,0,0,0,1,0,0,0,1,0
1.24514E+18,COVID19 en mi ciudad. centro de rehabilitación de la salud da positivo. Sólo es cuestión de tiempo antes de que llegara aquí.,0,0,0,1,1,0,0,0,0,0
1.24514E+18,"tryna tienen ellos titying un poco más, pero nos va dejar que la corona",0,0,0,0,0,1,1,0,0,0
1.24514E+18,Policía miedo de la corona también .... He cebada les ve desde que comenzó este lío. Eres bueno,0,0,0,0,1,0,0,0,0,0
1.24514E+18,"Brasil necesita estar juntos con el mundo para luchar contra el virus de la corona, una epidemia mundial",1,1,0,0,0,0,0,0,0,0
1.24514E+18,"Si los extremos de coronavirus causando el final de mí, que prometen a rondar Donald Trump para el mismo número de años que ha perseguido esta nación.",0,0,0,0,0,0,1,0,0,0
1.24514E+18,Necesito a alguien para iniciar una relación de larga distancia con bisagra para que pueda publicar todos nuestros mensajes como Amor en los tiempos del coronavirus,1,0,0,0,0,0,0,0,0,1
1.24514E+18,Tengo que ir a esta tienda de licores! YOLO20s coronavirus StayAtHome QuarantineLife,1,0,0,0,1,0,1,0,0,1
1.24514E+18,La formación de equipos es importante durante los tiempos de Corona. También lo es la creación de redes. :) Seguid así.,1,0,0,0,0,0,0,0,0,0
1.24514E+18,Recuerdo el coronavirus sitio web Trump hablamos? Resulta una Jared Kushner firma relacionada estaba construyendo,0,0,0,0,0,0,1,1,0,0
1.24514E+18,Las mujeres todavía se hace todo lo posible para culpar al coronavirus en los hombres lol,0,0,0,0,0,0,0,0,0,1
1.24514E+18,62 nuevos casos confirmados (s) en Ecuador por un total de 2.302 en este lugar. Ya 856.888 en todo el mundo. coronavirus covid19 Ecuador,0,0,0,0,0,0,0,0,1,0
1.24514E+18,Interrumpimos esta mierda virus de la corona para lograr que un terremoto en Emmett Idaho.,0,0,0,0,0,1,1,0,0,1
1.24514E+18,Justo el gobierno tiene 11 horas para revelar coronavirus era broma del día de los inocentes.,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Todo Im diciendo es esta mierda de corona no era un problema hasta que conseguí mi licencia de conducir,0,0,0,0,0,1,0,0,0,0
1.24514E+18,Coronavirus es simplemente un virus de la nueva gripe - que va a desaparecer en el verano. ¿Por qué el pánico? Sólo prohibir la gripe infectan a los estadounidenses de viajar al extranjero.,1,0,0,0,0,0,0,0,0,0
1.24514E+18,Estoy esperando que el coronavirus es sólo una gran mierda AprilFoolsDay broma. Cierre de emergencia por COVID-19,1,0,0,0,0,0,0,0,0,1
1.24514E+18,Recuerde que los republicanos y el presidente pidió un engaño demócrata para COVID-19!,0,0,0,0,0,0,1,0,0,0
1.24514E+18,"Alex Jones coronavirus suplementos del jueves. Una mezcla científica de zinc, heces de animales, y la arena.",1,0,0,0,0,0,1,0,0,1
1.24514E+18,"Michael, que mata más duro que el de corona y espero que más pronto que tarde su sentido del humor plagas de todo el planeta.",1,0,0,0,0,0,0,0,0,1
1.24514E+18,¿cómo es que China tiene casos menos que el coronavirus algo Dont EE.UU. sumar thefinal5,0,0,0,0,0,0,0,1,0,0
1.24514E+18,¡Decir ah! Yo estaba viendo nuestro alcalde dando el informe diario Coronavirus y wasnt prestando atención cuando reformulado mi pío. EditButton,0,0,0,0,0,0,0,1,0,0
1.24514E+18,Dentro de un hospital Coronavirus parece como un gran lugar para ir si usted desea conseguir coronavirus.,0,0,0,0,0,0,1,0,0,1
1.24514E+18,"Me gustaría que fuera coz aint preocupado por efecto corona, perros puedo hacerlo",1,0,0,0,1,0,1,0,0,0
1.24514E+18,"mi cumpleaños es en exactamente 2 meses pls se unen a mí como decimos una oración por efecto corona que se ha ido para entonces, así que puede ser de 21 a divertirnos",1,0,1,0,0,0,0,0,0,0
1.24514E+18,BreakingNews: número de muertos en NYC supera 1.000 como casos positivos de COVID-19 enfoque 42000 marca. coronavirus,0,0,0,0,0,0,0,0,1,0
1.24514E+18,"Nada dura para siempre, Corona Virus desaparecerá este mes. Feliz nuevo mes",1,0,0,0,0,0,0,0,0,0
1.24514E+18,Feliz nuevo amor meses. Le deseo corona tiempos libres y más felices con su familia,1,0,1,0,0,0,0,0,0,0
1.24514E+18,"Debido a que hemos conocido en esto por meses, pero nuestro presidente ha tenido la cabeza en el culo. coronavirus",0,0,0,0,0,0,1,0,0,0
1.24514E+18,Feliz nuevo mes fam! Que la cosa extremo de corona en nombre de Jesús,1,0,1,0,0,0,0,0,0,0
1.24514E+18,"sólo recuerda si el virus de la corona aún no ha recoger que, definitivamente no tener nos tampoco.",0,0,0,0,0,0,0,0,0,1
1.24514E+18,Si tan solo virus de la corona era una broma tontos de abril y nada de esto existía,0,0,0,1,0,1,0,0,0,1
1.24514E+18,Cosas que estoy más entusiasmado que Joe Biden: - conseguir coronavirus - el consumo de residuos tóxicos - mirando a la pared - un montón de barro,0,0,0,0,0,1,0,0,0,1
1.24514E+18,hay 3011 casos de virus de la corona en la y si Harry es realmente no lo quiero fuera como puede alguien ir a buscar él o algo,0,0,0,0,1,1,0,0,0,1
1.24514E+18,Reinfección debido a las nuevas varients en poco tiempo es más probable explicación de peligro por Covid19 COVID19,0,0,0,0,1,0,0,0,1,0
1.24514E+18,"Covid19 no verá nuestro fin, veremos el final de covid19 !! ~ Salmo 118: 17 Happy New Mes ustedes",1,0,0,0,0,0,0,0,0,0
1.24514E+18,Nuestro equipo de gestión de la grieta coronavirus ahora planea perder 100K-240K estadounidenses debido a la incompetencia.,0,0,0,0,0,0,1,0,0,0
1.24514E+18,"Él ha estado haciendo esta mierda un poco toda la semana. Puta de todo el mundo, mientras luchan MFS corona",0,0,0,0,0,0,1,0,0,0
1.24514E+18,Más peligroso que el virus de la corona. Usted podría terminar autista Godspeed,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Sí lo entiendo, pero sé que la gente que todavía estaban haciendo movimientos, mientras que la corona estaba aquí las primeras 2 semanas",0,0,0,1,0,0,1,0,0,1
1.24514E+18,"StayAtHomeSa ayer me las arreglo para ver películas 6, que es muy difícil para mí, pero lo hice TheLockdown SANDFDeployment COVID19",1,0,0,0,0,0,0,0,0,1
1.24514E+18,¿Por qué es que nadie informa sobre el número de personas que se recuperaron de coronavirus?,0,0,0,0,0,1,1,1,0,0
1.24514E+18,Oh si. En este momento no he entendido bien su tweet. Pensé que estaba interrogando a la óptica de usar el hashtag jaja coronavirus. Mi b,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Lmfao idk cómo yall hacerlo a mi hermana y mejor amiga de mi lugar feliz lol mierda que corona ido juntos ATP,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"47 nuevos casos confirmados de COVID19, 14 nuevos casos probables - llevando el total en Nueva Zelanda a 708. En buenas noticias, 82 personas se han recuperado COVID19",0,0,1,0,0,0,0,0,1,0
1.24514E+18,Datos espero que esta corona terminado para entonces su ido Bc ser mi 21,1,0,0,0,0,0,0,0,0,0
1.24514E+18,"defo reckon coronavirus fue el hombre creado, de manera casó todo estar en casa para jugar Club Penguin",0,0,0,0,0,0,0,0,0,1
1.24514E+18,400k seguidores gracias todos ustedes. HappyNewMontt COVID19 StayAtHome,1,1,0,0,0,0,0,0,0,0
1.24514E+18,Corona mejor terminar ahora o voy a estrangular a todas las personas (especialmente mi hermano) en esta casa i no puede sobrevivir más con ellos por favor,0,0,0,0,0,0,1,0,0,0
1.24514E+18,Llamando Corona Virus rona como si la niña más desagradable en el quinto grado. coronavirusmemes 5G,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Realmente creo que tenía la corona, eso es mierda iba y venía. así atlease creo.",0,0,0,0,1,0,0,1,0,1
1.24514E+18,"Ese aint virus de la corona va a desaparecer en el condado de Los Ángeles en el corto plazo, siempre que todas estas empresas están todavía abiertas.",0,0,0,1,0,0,1,0,0,0
1.24514E+18,El mejor gobierno debe despertar por la mañana y nos dicen que este virus de la corona es inocentada algo. Estoy cansado...,0,0,0,1,0,1,1,0,0,0
1.24514E+18,Hes un mentiroso fckn sobre coronavirus libro BS promoción,0,0,0,0,0,0,1,0,0,0
1.24514E+18,Escritores odio covid19 el doble porque ahora no tienen ninguna razón para no terminar ese trabajo en curso.,0,0,0,0,0,0,1,0,0,1
1.24514E+18,"La mejor parte del virus de la corona es, sin duda mantener los ataques de pánico en la bahía",1,1,0,0,0,1,0,0,0,1
1.24514E+18,Corona CA Mar Mar 31ra PM Pronóstico: Hoy Despejado Mín 50 Miércoles Parcialmente nublado Máx 73,0,0,0,0,0,0,0,0,1,1
1.24514E+18,Publicar bastante aburrido convos de texto en Twitter coronavirus,0,0,0,0,0,1,0,0,0,0
1.24514E+18,"¿Alguien sabe si Rusia, Siria o Corea del Norte tiene el virus de la corona? No oír nada en absoluto acerca de esos países.",0,0,0,0,0,0,0,0,0,0
1.24514E+18,"Im miedo a comprar algo de hierba, idk que los dedos de corona llena de ensacado sido mi mierda.",0,0,0,0,1,0,0,0,0,1
1.24514E+18,señor. Trump hay que ir a través de los pasamanos lamer DC para demostrar que Estados Unidos tampoco miedo de COVID19,1,0,0,0,0,0,0,0,0,1
1.24514E+18,"Primo del juicio político, que no podía masticar chicle y caminar al mismo tiempo, cuando se trataba de la respuesta covid19",0,0,0,0,0,0,1,0,0,1
1.24514E+18,podemos esperar que la escasez de alimentos debido a la tienda de coronavirus del miedo trabajador venta,0,0,0,0,1,0,1,0,0,0
1.24514E+18,Sólo un puto cobarde absoluta. Hes diciendo que él no salvar vidas a menos hes ordenaron. Puto nazi. coronavirus,0,0,0,0,0,1,1,0,0,0
1.24514E+18,"Alguien debería recordar a los pls COVID2019 que se trata de abril o, dejamos de marzo ya (que meses) así que adiós a la corona",1,0,0,0,0,0,0,0,0,1
1.24514E+18,una niña que fui a hs poner fotos de ella para hacerse la prueba de corona en su complemento um,0,0,0,0,1,1,0,0,0,0
1.24514E+18,A la espera de que alguien diga de los inocentes de corona virus isnt lol reales,0,0,0,1,0,0,0,0,0,1
1.24514E+18,"Yall me den mal estado tan mal, pensé que dijo Coronavirus por un segundo ...",0,0,0,1,1,0,0,0,0,1
1.24514E+18,mi madre me ha enviado todos los envíos Inglés sobre Corona a través de FB mensajero ... ahora shes que comenzó con el español,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Imagínese despertar y escuchar coronavirus fue un truco de relaciones públicas para una nueva serie de Netflix sobre un virus, de los inocentes",1,0,0,0,0,0,0,0,0,1
1.24514E+18,Haciendo mi presupuesto y el pago de facturas es el único que mantiene cuerdo en este momento. No estoy bromeando. COVID-19,1,0,0,0,1,0,0,0,0,1
1.24514E+18,"Bien por usted. No hemos visto lo peor de la corona, por lo que me quedo quieto. Creo que podría entregar pizzas con el tiempo.",1,0,0,0,0,0,0,0,0,1
1.24514E+18,hahahah supongo que eso es lo que sucede cuando u no falte a ninguna de prensa de la Casa Blanca ... coronavirus estancia segura,0,0,1,0,0,0,0,0,0,1
1.24514E+18,Reinfección debido a las nuevas varients en poco tiempo es más probable explicación de peligro por Covid19 coronavirus,0,0,0,0,1,0,0,1,0,0
1.24514E+18,La gente está muy brillantes durante toda esta cosa Covid_19. Buenos seres humanos trabajo!,1,1,0,0,0,0,0,0,0,0
1.24514E+18,Estoy tan excitado para ver qué tipo de mierda tontos tormenta de abril + corona virus trae,0,0,0,0,0,0,0,0,0,1
1.24514E+18,¿El presidente llamado coronavirus un engaño antes o después del juicio político terminaron?,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"Por lo que este paro cardiaco debe ser contado en el total de muertos COVID19, estoy seguro.",0,0,0,0,0,0,0,1,1,1
1.24514E+18,Ahora escuelas en Ontario no será abierta hasta mayo debido a la Coronavirus que podría post-Pone el año escolar 2019-2020 hasta julio o agosto.,0,0,0,0,0,0,0,0,1,0
1.24514E+18,"Descubierto mi primo se va a graduar la escuela de medicina de hoy y va hacia el frente de la corona, puedo obtener una F en el TL",0,0,0,0,0,0,0,0,0,1
1.24514E+18,wow puta bilko y Sam Morales estafa ahora en su 13ª víctima CORONAVIRUS KA GHORL ???,0,0,0,0,1,0,0,0,0,1
1.24514E+18,Pero theres una religión que sabe cómo utilizar COVID19 como arma para su siniestra Yihad. CoronaJihad COVIDIOT,0,0,0,0,0,0,1,0,0,0
1.24514E+18,Imagínese si el juez tuvo que auto-aislamiento de 14+ días debido a los síntomas covid19 - terminaría de vuelta en un cuadrado,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Moisés dijo dior alforjas son feos por lo que debe tener coronavirus bc sin sabor es un síntoma,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Mi mejor amiga acaba de decir lo mismo. Lmao tengo gracias coronavirus * b * de voz cardi,0,0,0,0,0,0,0,0,0,1
1.24514E+18,si me da la corona den i get corona .. al final del día no es me va a dejar de ir de fiesta,1,0,0,0,0,0,0,0,0,0
1.24514E+18,Allah ap ko BHI safa ata Fermain. Ameen. Sé fuerte. IA Allah dará pronta recuperación. coronavirus,0,0,1,0,0,0,0,0,0,0
1.24514E+18,"vecinos, si puedes oírme toser, es porque mi agua bajó el agujero equivocado y no porque tenga efecto corona",0,0,0,0,0,0,0,0,0,1
1.24514E+18,Perdido mi trabajo a covid19. Corazón roto sería un eufemismo. Deseando esto terminaría pronto.,0,0,0,0,0,1,0,0,0,0
1.24514E+18,la razón por coronavirus se está extendiendo tan rápido es porque su tratando de superar a idpol como el 1 plaga que asola actualmente el mundo,0,0,0,0,1,0,0,0,0,1
1.24514E+18,"el mundo está infestado de coronavirus, puede así borrarlo",0,0,0,1,0,1,0,0,0,1
1.24514E+18,Selenators twittear esto otra vez ... corona final no puede suficientemente rápido,0,0,0,1,0,1,1,0,0,0
1.24514E+18,Un vaso de vino mantiene la corona de distancia en ESE departamento Estamos conjunto,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Predicción: coronavirus próxima actualización de Downing Street será Bollocks absolutos.,0,0,0,0,0,0,0,0,1,1
1.24514E+18,una mujer que estaba completamente sano murió en la del virus de la corona por lo que si hay Harrys que es mejor quedarse en el interior de una puta i STG esto es aterrador,0,0,0,0,1,0,0,0,0,0
1.24514E+18,Sus coronavirus. Todos los casos son graves. Uno ya ha muerto por el virus.,0,0,0,0,1,1,0,0,0,0
1.24514E+18,"LOL cualquiera ver las calificaciones de la CNN para Coronavirus Ayuntamiento de Joe Biden el pasado viernes a las 8 PM. Menos de 2,4 millones. Por suerte para Biden realidad.",0,0,0,0,0,0,0,0,0,1
1.24514E+18,Reinfección debido a las nuevas varients en poco tiempo es más probable explicación de peligro por Covid19 coronavirus,0,0,0,0,0,1,0,0,0,0
1.24514E+18,Sólo una vez que quiero escuchar al presidente terminar un grupo de trabajo rueda de prensa Corona con 'No siempre se puede conseguir lo que quieres'.,0,0,0,1,0,0,1,0,0,1
1.24514E+18,Fue debe ver la televisión durante un tiempo hasta que los sospechosos de siempre se hizo cargo. COVID-19,0,0,0,0,0,1,1,0,0,0
1.24514E+18,Al igual que 911 siempre nos será cambiado COVID19 Ahora comprendemos que sólo tenemos tanto control ...,1,0,0,1,0,0,0,0,0,0
1.24514E+18,Si este fin duerma antes del verano ima tienen que manejar esta mierda a mí mismo! LeoSeasonIsComing COVID19 Summer2020,0,0,0,0,0,1,1,0,0,1
1.24514E+18,Mañana es día de los inocentes no puede esperar para el gobierno de anunciar que el coronavirus era una broma !!,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Nuestro presidente Donald Trump es Wack. Él nos ha fallado en cada paso del camino a través de la crisis Covid_19. ¡Cabeza! ¡Gracias por nada!,0,0,0,0,0,0,1,0,0,0
1.24514E+18,por no hablar de todas las regulaciones Coronavirus pasando con las empresas esenciales PERSONAS UTILIZAN SUS CEREBROS,1,0,0,0,0,0,1,0,0,0
1.24514E+18,"Strewth - US publicando casos de coronavirus de 23.559 en un solo día. Impactante, pero al menos está siendo grabada con precisión.",0,0,0,0,1,0,0,0,0,0
1.24514E+18,¡Excelente! Matar a los bebés! Sólo hay que agrupar con el resto de las muertes virus de la corona! Señor dio merced !!,0,0,0,0,0,1,1,0,1,0
1.24514E+18,Orgullosos de ser una de las pocas personas que ya no haya mensaje de texto a su ex bloqueo COVID19 cuarentena,1,0,0,0,0,0,0,0,0,1
1.24514E+18,"Tomando un hisopo nasal no está llevando a cabo una prueba de coronavirus, James. Es sólo una muestra nasal. La prueba real que sucede en un laboratorio.",0,0,0,0,0,0,0,0,1,0
1.24514E+18,"Si Hillary Clinton fuera presidente, todos tendríamos el coronavirus. 100% globalista 100% internos abiertos 100% idiota",0,0,0,1,0,0,0,0,0,1
1.24514E+18,"Día de los Inocentes. Deseos del brote de coronavirus fueron una gran broma, pero",1,0,0,1,0,1,0,0,0,1
1.24514E+18,Si usted está pensando en hacer una broma de los inocentes para Coronavirus No sea un idiota de mierda :),0,0,0,0,0,0,1,0,0,1
1.24514E+18,"Ladrones, criminales relajarse con el crimen, espere hasta que el coronavirus ha terminado",0,0,0,0,0,0,0,0,0,1
1.24514E+18,Hey Usted no tiene que ser positivo o negativo. Sólo tiene que ser honesto ... Trump COVID coronavirus,0,0,0,0,0,0,1,0,0,0
1.24514E+18,MORAL EVERYBODY LMFAO HUT E CORONAVIRUS echar a perder!,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Siento que la corona no sería aquí si Michael Jackson estaba vivo,0,0,0,0,0,0,0,0,0,1
1.24514E+18,Tenido que cambiar mi rollo a cabo debido a la Corona. Intentando conseguir algo hacia fuera sin embargo lo antes posible,1,0,0,1,0,0,0,0,0,0
1.24514E+18,El Presidente dice que nadie sabía que el coronavirus era tan contagiosa ???? Pues los chinos conocían.,0,0,0,0,0,0,1,1,0,1
1.24514E+18,Sólo sintió un pequeño terremoto ... con este virus de la corona pasando demasiado Mi ansiedad es ahora el techo lol,0,0,0,0,1,0,0,0,0,1
1.24514E+18,Hacer CORONA FIN NA,1,0,1,0,0,0,0,0,0,1
1.24514E+18,Im por lo que el opuesto de un hipocondríaco. Enfermedad consigue coronavirus y ser como es sólo un resfriado,1,0,0,0,0,0,0,0,0,1
1.24514E+18,Mi padre ha estado en la primera línea ayudar a la gente como enfermera y ahora tiene el virus de todos los chistes de corona se cancelan oficialmente,0,0,0,0,0,1,0,0,0,0
1.24514E+18,1 Nuevos caso confirmado (s) en Zambia por un total de 36 en este lugar. Ya 856.900 en todo el mundo. coronavirus covid19 Zambia,0,0,0,0,0,1,0,0,1,0
1.24514E+18,2020 pensé que iba a ser mala culo pero luego tuve que cancelar mi boda y me despidieron. coronavirus,0,0,0,0,0,1,0,0,0,1
1.24514E+18,"También voy a estar tratando con CORONA VIRUS EN LA ESTRELLA DE NIVEL, Y CÓDIGOS DE ESTRELLA, no sólo el físico ... SO ser tan !! (P13 ESTRELLA VERDAD)",1,0,0,0,0,1,1,0,0,1
1.24514E+18,Esta cuarentena Covid_19 va a conseguir la gente gorda embarazada,0,0,0,0,0,0,0,0,0,1
1.24514E+18,"al parecer un síntoma coronavirus es no tener sabor, buena suerte a todos los aficionados youngboy",1,0,1,0,0,0,0,0,0,1
1.24514E+18,Usted ósea no puede Spur su salida del virus de la corona 45 OhLawdHeComin,0,0,0,0,0,0,1,0,0,1
1.24514E+18,No me puedo creer Bono acaba de morir de virus de la corona. Otra alma tomado de nosotros u2 coronavirus anotheronebitesthedust,0,0,0,0,0,1,0,0,0,0
1.24514E+18,Reinfección debido a las nuevas varients en poco tiempo es más probable explicación de peligro por Covid19 coronavirus,0,0,0,0,1,0,0,0,0,0
1.24514E+18,Retrato de una dama en el fuego en el TIFF Bell Lightbox en Toronto. al día siguiente se cerraron debido a covid19,0,0,0,0,0,1,0,0,0,0
1.24514E+18,De los inocentes a punto de culo hella mañana. me dieron la corona JAJAJAJA tan maldita estúpida,0,0,0,0,0,0,1,0,0,1
1.24514E+18,Más pruebas kits más casos duh. Y menos Casulaties. coronavirus TheLockdown Coronavirustruth,0,0,0,1,0,1,0,0,0,0
